district,crop,variety,seed_class,quantity,quantity_unit,source_date
Thiruvarur,To be joined,NLR 34449,Not specified,10.61,MT,2026-09-16
Thoothukudi,To be joined,NLR 34449,Not specified,11.94,MT,2026-09-16
Tiruppur,To be joined,NLR 34449,Not specified,0.0,MT,2026-09-16
Tiruvannamalai,To be joined,NLR 34449,Not specified,6.3,MT,2026-09-16
Trichy,To be joined,NLR 34449,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,NLR 34449,Not specified,1.33,MT,2026-09-16
Villupuram,To be joined,NLR 34449,Not specified,0.48,MT,2026-09-16
Virudhunagar,To be joined,NLR 34449,Not specified,7.96,MT,2026-09-16
Coimbatore,To be joined,NP3114-Sonal,Not specified,0.0,MT,2026-09-16
Madurai,To be joined,NP3114-Sonal,Not specified,0.0,MT,2026-09-16
Salem,To be joined,NP3114-Sonal,Not specified,0.0,MT,2026-09-16
Theni,To be joined,NP3114-Sonal,Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,NP3114-Sonal,Not specified,0.0,MT,2026-09-16
Tiruvannamalai,To be joined,NP3114-Sonal,Not specified,2.11,MT,2026-09-16
Vellore,To be joined,NP3114-Sonal,Not specified,0.0,MT,2026-09-16
Krishnagiri,To be joined,NP459-Tmpthi,Not specified,0.0,MT,2026-09-16
Tiruvannamalai,To be joined,NP459-Tmpthi,Not specified,0.0,MT,2026-09-16
Madurai,To be joined,NP9164-Surabi,Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,NP9164-Surabi,Not specified,1.16,MT,2026-09-16
Tiruvannamalai,To be joined,NP9164-Surabi,Not specified,0.0,MT,2026-09-16
Virudhunagar,To be joined,NP9164-Surabi,Not specified,0.7,MT,2026-09-16
Trichy,To be joined,Omkar,Not specified,7.15,MT,2026-09-16
Ariyalur,To be joined,OTHERS,Not specified,0.9,MT,2026-09-16
Coimbatore,To be joined,OTHERS,Not specified,5.41,MT,2026-09-16
Cuddalore,To be joined,OTHERS,Not specified,5.62,MT,2026-09-16
Dharmapuri,To be joined,OTHERS,Not specified,16.6,MT,2026-09-16
Dindigul,To be joined,OTHERS,Not specified,67.98,MT,2026-09-16
Erode,To be joined,OTHERS,Not specified,0.12,MT,2026-09-16
Kancheepuram,To be joined,OTHERS,Not specified,55.1,MT,2026-09-16
Kanyakumari,To be joined,OTHERS,Not specified,0.0,MT,2026-09-16
Karur,To be joined,OTHERS,Not specified,0.0,MT,2026-09-16
Krishnagiri,To be joined,OTHERS,Not specified,5.65,MT,2026-09-16
Madurai,To be joined,OTHERS,Not specified,32.82,MT,2026-09-16
Nagapattinam,To be joined,OTHERS,Not specified,0.0,MT,2026-09-16
Namakkal,To be joined,OTHERS,Not specified,0.07,MT,2026-09-16
Perambalur,To be joined,OTHERS,Not specified,1.2,MT,2026-09-16
Pudukkottai,To be joined,OTHERS,Not specified,0.0,MT,2026-09-16
Ramanathapuram,To be joined,OTHERS,Not specified,0.0,MT,2026-09-16
Salem,To be joined,OTHERS,Not specified,7.78,MT,2026-09-16
Sivagangai,To be joined,OTHERS,Not specified,43.11,MT,2026-09-16
Thanjavur,To be joined,OTHERS,Not specified,26.54,MT,2026-09-16
Theni,To be joined,OTHERS,Not specified,0.04,MT,2026-09-16
Thirunelveli,To be joined,OTHERS,Not specified,5.15,MT,2026-09-16
Thiruvallur,To be joined,OTHERS,Not specified,27.2,MT,2026-09-16
Thiruvarur,To be joined,OTHERS,Not specified,0.0,MT,2026-09-16
Thoothukudi,To be joined,OTHERS,Not specified,24.8,MT,2026-09-16
Tiruppur,To be joined,OTHERS,Not specified,50.0,MT,2026-09-16
Tiruvannamalai,To be joined,OTHERS,Not specified,17.69,MT,2026-09-16
Trichy,To be joined,OTHERS,Not specified,87.16,MT,2026-09-16
Vellore,To be joined,OTHERS,Not specified,3.87,MT,2026-09-16
Villupuram,To be joined,OTHERS,Not specified,1.87,MT,2026-09-16
Virudhunagar,To be joined,OTHERS,Not specified,10.18,MT,2026-09-16
Krishnagiri,To be joined,Pooja,Not specified,0.0,MT,2026-09-16
Thiruvallur,To be joined,Pooja,Not specified,0.0,MT,2026-09-16
Thoothukudi,To be joined,Pooja,Not specified,0.0,MT,2026-09-16
Tiruvannamalai,To be joined,Pooja,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Pooja,Not specified,0.0,MT,2026-09-16
Coimbatore,To be joined,Rajini,Not specified,22.13,MT,2026-09-16
Krishnagiri,To be joined,Rajini,Not specified,0.18,MT,2026-09-16
Madurai,To be joined,Rajini,Not specified,0.0,MT,2026-09-16
Salem,To be joined,Rajini,Not specified,0.08,MT,2026-09-16
Tiruvannamalai,To be joined,Rajini,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Rajini,Not specified,0.18,MT,2026-09-16
Dharmapuri,To be joined,Rasi Pavithra,Not specified,0.12,MT,2026-09-16
Krishnagiri,To be joined,Rasi Pavithra,Not specified,2.8,MT,2026-09-16
Madurai,To be joined,Rasi Pavithra,Not specified,0.5,MT,2026-09-16
Salem,To be joined,Rasi Pavithra,Not specified,0.06,MT,2026-09-16
Sivagangai,To be joined,Rasi Pavithra,Not specified,0.0,MT,2026-09-16
Theni,To be joined,Rasi Pavithra,Not specified,0.03,MT,2026-09-16
Thirunelveli,To be joined,Rasi Pavithra,Not specified,0.0,MT,2026-09-16
Tiruvannamalai,To be joined,Rasi Pavithra,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Rasi Pavithra,Not specified,0.13,MT,2026-09-16
Thanjavur,To be joined,Reshma 5555,Not specified,0.0,MT,2026-09-16
Thiruvallur,To be joined,Reshma 5555,Not specified,1.5,MT,2026-09-16
Kancheepuram,To be joined,Sadhana,Not specified,0.0,MT,2026-09-16
Salem,To be joined,Sadhana,Not specified,0.08,MT,2026-09-16
Thirunelveli,To be joined,Sadhana,Not specified,0.0,MT,2026-09-16
Thiruvallur,To be joined,Sadhana,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,Sadhana,Not specified,0.0,MT,2026-09-16
Trichy,To be joined,Sadhana,Not specified,0.8,MT,2026-09-16
Vellore,To be joined,Sadhana,Not specified,0.04,MT,2026-09-16
Virudhunagar,To be joined,Sadhana,Not specified,0.0,MT,2026-09-16
Dindigul,To be joined,Sindhu,Not specified,3.34,MT,2026-09-16
Krishnagiri,To be joined,Sindhu,Not specified,0.08,MT,2026-09-16
Dindigul,To be joined,Sona,Not specified,2.88,MT,2026-09-16
Karur,To be joined,Sona,Not specified,0.0,MT,2026-09-16
Krishnagiri,To be joined,Sona,Not specified,0.04,MT,2026-09-16
Madurai,To be joined,Sona,Not specified,0.28,MT,2026-09-16
Salem,To be joined,Sona,Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,Sona,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Sona,Not specified,0.0,MT,2026-09-16
Coimbatore,To be joined,Sonal (NP 3114),Not specified,0.0,MT,2026-09-16
Dindigul,To be joined,Sonal (NP 3114),Not specified,2.0,MT,2026-09-16
Erode,To be joined,Sonal (NP 3114),Not specified,0.0,MT,2026-09-16
Madurai,To be joined,Sonal (NP 3114),Not specified,0.0,MT,2026-09-16
Ramanathapuram,To be joined,Sonal (NP 3114),Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,Sonal (NP 3114),Not specified,0.48,MT,2026-09-16
Tiruvannamalai,To be joined,Sonal (NP 3114),Not specified,6.77,MT,2026-09-16
Dharmapuri,To be joined,Sonali,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,Sonali,Not specified,0.0,MT,2026-09-16
Dharmapuri,To be joined,Sonam,Not specified,0.01,MT,2026-09-16
Krishnagiri,To be joined,Sonam,Not specified,0.0,MT,2026-09-16
Madurai,To be joined,Sonam,Not specified,14.69,MT,2026-09-16
Namakkal,To be joined,Sonam,Not specified,0.03,MT,2026-09-16
Ramanathapuram,To be joined,Sonam,Not specified,0.0,MT,2026-09-16
Salem,To be joined,Sonam,Not specified,0.1,MT,2026-09-16
Thiruvallur,To be joined,Sonam,Not specified,20.6,MT,2026-09-16
Tiruvannamalai,To be joined,Sonam,Not specified,0.4,MT,2026-09-16
Trichy,To be joined,Sonam,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Sonam,Not specified,0.51,MT,2026-09-16
Ariyalur,To be joined,Sowbhagya,Not specified,0.08,MT,2026-09-16
Dharmapuri,To be joined,Sowbhagya,Not specified,0.05,MT,2026-09-16
Krishnagiri,To be joined,Sowbhagya,Not specified,1.08,MT,2026-09-16
Madurai,To be joined,Sowbhagya,Not specified,0.0,MT,2026-09-16
Ramanathapuram,To be joined,Sowbhagya,Not specified,0.0,MT,2026-09-16
Theni,To be joined,Sowbhagya,Not specified,0.28,MT,2026-09-16
Thirunelveli,To be joined,Sowbhagya,Not specified,0.92,MT,2026-09-16
Thiruvallur,To be joined,Sowbhagya,Not specified,4.2,MT,2026-09-16
Tiruvannamalai,To be joined,Sowbhagya,Not specified,4.82,MT,2026-09-16
Trichy,To be joined,Sowbhagya,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Sowbhagya,Not specified,0.0,MT,2026-09-16
Virudhunagar,To be joined,Sowbhagya,Not specified,0.31,MT,2026-09-16
Ariyalur,To be joined,SUB 1,Not specified,2.1,MT,2026-09-16
Coimbatore,To be joined,SUB 1,Not specified,0.0,MT,2026-09-16
Erode,To be joined,SUB 1,Not specified,65.1,MT,2026-09-16
Madurai,To be joined,SUB 1,Not specified,0.0,MT,2026-09-16
Nagapattinam,To be joined,SUB 1,Not specified,6.0,MT,2026-09-16
Namakkal,To be joined,SUB 1,Not specified,0.0,MT,2026-09-16
Thanjavur,To be joined,SUB 1,Not specified,74.44,MT,2026-09-16
Tiruppur,To be joined,SUB 1,Not specified,30.3,MT,2026-09-16
Dharmapuri,To be joined,Super Amman,Not specified,0.8,MT,2026-09-16
Krishnagiri,To be joined,Super Amman,Not specified,5.04,MT,2026-09-16
Madurai,To be joined,Super Amman,Not specified,0.74,MT,2026-09-16
Thirunelveli,To be joined,Super Amman,Not specified,1.68,MT,2026-09-16
Tiruvannamalai,To be joined,Super Amman,Not specified,0.0,MT,2026-09-16
Trichy,To be joined,Super Amman,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Super Amman,Not specified,0.7,MT,2026-09-16
Virudhunagar,To be joined,Super Amman,Not specified,0.0,MT,2026-09-16
Ariyalur,To be joined,Super BPT,Not specified,0.0,MT,2026-09-16
Krishnagiri,To be joined,Super BPT,Not specified,0.0,MT,2026-09-16
Thanjavur,To be joined,Super BPT,Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,Super BPT,Not specified,0.0,MT,2026-09-16
Virudhunagar,To be joined,Super BPT,Not specified,0.0,MT,2026-09-16
Ariyalur,To be joined,TKM 13,Not specified,0.06,MT,2026-09-16
Cuddalore,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Kancheepuram,To be joined,TKM 13,Not specified,0.54,MT,2026-09-16
Krishnagiri,To be joined,TKM 13,Not specified,0.6,MT,2026-09-16
Madurai,To be joined,TKM 13,Not specified,0.06,MT,2026-09-16
Namakkal,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Pudukkottai,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Ramanathapuram,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Salem,To be joined,TKM 13,Not specified,1.75,MT,2026-09-16
Sivagangai,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Thanjavur,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Theni,To be joined,TKM 13,Not specified,0.02,MT,2026-09-16
Thirunelveli,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Thiruvallur,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Trichy,To be joined,TKM 13,Not specified,25.04,MT,2026-09-16
Virudhunagar,To be joined,TKM 13,Not specified,0.0,MT,2026-09-16
Cuddalore,To be joined,TKM 9,Not specified,11.58,MT,2026-09-16
Dharmapuri,To be joined,TKM 9,Not specified,0.7,MT,2026-09-16
Karur,To be joined,TKM 9,Not specified,2.0,MT,2026-09-16
Madurai,To be joined,TKM 9,Not specified,34.95,MT,2026-09-16
Nagapattinam,To be joined,TKM 9,Not specified,22.68,MT,2026-09-16
Namakkal,To be joined,TKM 9,Not specified,0.0,MT,2026-09-16
Ramanathapuram,To be joined,TKM 9,Not specified,0.0,MT,2026-09-16
Sivagangai,To be joined,TKM 9,Not specified,0.5,MT,2026-09-16
Thanjavur,To be joined,TKM 9,Not specified,7.57,MT,2026-09-16
Thirunelveli,To be joined,TKM 9,Not specified,15.78,MT,2026-09-16
Thiruvallur,To be joined,TKM 9,Not specified,0.0,MT,2026-09-16
Thiruvarur,To be joined,TKM 9,Not specified,23.5,MT,2026-09-16
Thoothukudi,To be joined,TKM 9,Not specified,18.63,MT,2026-09-16
Tiruppur,To be joined,TKM 9,Not specified,218.1,MT,2026-09-16
Tiruvannamalai,To be joined,TKM 9,Not specified,7.35,MT,2026-09-16
Trichy,To be joined,TKM 9,Not specified,0.06,MT,2026-09-16
Villupuram,To be joined,TKM 9,Not specified,13.11,MT,2026-09-16
Ariyalur,To be joined,TPS 3,Not specified,0.0,MT,2026-09-16
Kanyakumari,To be joined,TPS 3,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,TPS 3,Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,TPS 5,Not specified,36.25,MT,2026-09-16
Tiruppur,To be joined,TPS 5,Not specified,0.0,MT,2026-09-16
Coimbatore,To be joined,Trupthi,Not specified,0.0,MT,2026-09-16
Madurai,To be joined,Trupthi,Not specified,0.59,MT,2026-09-16
Thirunelveli,To be joined,Trupthi,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,Trupthi,Not specified,1.4,MT,2026-09-16
Tiruvannamalai,To be joined,Trupthi,Not specified,0.0,MT,2026-09-16
Vellore,To be joined,Trupthi,Not specified,0.18,MT,2026-09-16
Ariyalur,To be joined,TRY 1,Not specified,0.06,MT,2026-09-16
Erode,To be joined,TRY 1,Not specified,0.0,MT,2026-09-16
Kanyakumari,To be joined,TRY 1,Not specified,0.0,MT,2026-09-16
Madurai,To be joined,TRY 1,Not specified,0.06,MT,2026-09-16
Nagapattinam,To be joined,TRY 1,Not specified,6.0,MT,2026-09-16
Thanjavur,To be joined,TRY 1,Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,TRY 1,Not specified,0.18,MT,2026-09-16
Thiruvarur,To be joined,TRY 1,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,TRY 1,Not specified,0.0,MT,2026-09-16
Trichy,To be joined,TRY 1,Not specified,1.89,MT,2026-09-16
Villupuram,To be joined,TRY 1,Not specified,0.99,MT,2026-09-16
Virudhunagar,To be joined,TRY 1,Not specified,0.0,MT,2026-09-16
Salem,To be joined,TRY 2,Not specified,1.5,MT,2026-09-16
Thanjavur,To be joined,TRY 2,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,TRY 2,Not specified,0.0,MT,2026-09-16
Dindigul,To be joined,TRY 3,Not specified,0.0,MT,2026-09-16
Erode,To be joined,TRY 3,Not specified,0.63,MT,2026-09-16
Nagapattinam,To be joined,TRY 3,Not specified,3.0,MT,2026-09-16
Salem,To be joined,TRY 3,Not specified,6.66,MT,2026-09-16
Thanjavur,To be joined,TRY 3,Not specified,0.0,MT,2026-09-16
Thirunelveli,To be joined,TRY 3,Not specified,0.0,MT,2026-09-16
Thiruvarur,To be joined,TRY 3,Not specified,3.5,MT,2026-09-16
Tiruppur,To be joined,TRY 3,Not specified,0.0,MT,2026-09-16
Villupuram,To be joined,TRY 3,Not specified,0.35,MT,2026-09-16
Madurai,To be joined,UMA,Not specified,0.0,MT,2026-09-16
Namakkal,To be joined,UMA,Not specified,0.0,MT,2026-09-16
Thanjavur,To be joined,UMA,Not specified,0.0,MT,2026-09-16
Thiruvallur,To be joined,UMA,Not specified,0.0,MT,2026-09-16
Tiruppur,To be joined,UMA,Not specified,0.0,MT,2026-09-16
Virudhunagar,To be joined,UMA,Not specified,0.0,MT,2026-09-16
